Position,TrackName,Artist,Streams,URL,Images
177,Smells Like Teen Spirit,Nirvana,5053857,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf,https://i.scdn.co/image/ab67616d0000b27328a90d00a2819504364880e4
178,Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,5044252,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA,https://i.scdn.co/image/ab67616d0000b273870a0344b45a5d1cadd87f7c
179,Closer,The Chainsmokers,5040772,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453
180,Someone To You,BANNERS,5024654,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr,https://i.scdn.co/image/ab67616d0000b273f1bff89049561177b7cccebb
181,everything i wanted,Billie Eilish,5019556,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249
182,Moonlight,XXXTENTACION,5003825,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
183,Thinking out Loud,Ed Sheeran,4995623,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524
184,Riptide,Vance Joy,4978158,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
185,hot girl bummer,blackbear,4970358,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,https://i.scdn.co/image/ab67616d0000b2730b7c6d46885f7434c99e6d8b
186,Toosie Slide,Drake,4966878,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f
187,Stressed Out,Twenty One Pilots,4943511,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3
188,Earned It (Fifty Shades Of Grey),The Weeknd,4929647,https://open.spotify.com/track/4frLb7nWtsz2ymBE6k2GRP,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
189,Counting Stars,OneRepublic,4919651,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb
190,Tyler Herro,Jack Harlow,4916987,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63
191,ily (i love you baby) (feat. Emilee),Surf Mesa,4908929,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,https://i.scdn.co/image/ab67616d0000b273b3de5764cc02f94714487c86
192,Say So,Doja Cat,4908040,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533
193,Wonderwall,Oasis,4902737,https://open.spotify.com/track/1DadkoAI2gicYJfindPY20,https://i.scdn.co/image/ab67616d0000b2734dbd79805250b23f6b80b73a
194,Without Me,Halsey,4898960,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd
195,I Don't Care (with Justin Bieber),Ed Sheeran,4897120,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259
196,Remember That Night?,Sara Kays,4894734,https://open.spotify.com/track/1nYzjrdVQ8RpF93M0jPFW7,https://i.scdn.co/image/ab67616d0000b273f36780c7d24ed9e6340c1fde
197,Fiel,Los Legendarios,4886940,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs,https://i.scdn.co/image/ab67616d0000b27380008454152dadb9880feac0
198,Fly Away,Tones And I,4867644,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76,https://i.scdn.co/image/ab67616d0000b2738fb79948870fc9314eccac4b
199,The Less I Know The Better,Tame Impala,4864305,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79
200,Everybody Dies In Their Nightmares,XXXTENTACION,4847224,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
